hotelId,aveHelpfulnessRatioUser,stdevHelpfulnessRatioUser,pcReviewsExceedMinHelpfulnessSupport,numReviewsUser,numReviewsHotel,ratingUser,numberSubRatingsUser,subRatingMeanUser,subRatingStdevUser,aveRatingUser,stdevRatingUser,aveRatingHotel,stdevRatingHotel,completeness_1,completeness_2,completeness_3,numberTermsEntry,percentageAlphaCharsEntry,fractionUpperCaseCharsEntry,fractionYouVsIEntry,numberTermsSummaryQuote,percentageAlphaCharsSummaryQuote,fractionUpperCaseCharsSummaryQuote,reviewHelpfulness
20585,0.882167,0.218418,0.737705,61,51,3,4,3.25,0.5,3.721311,0.878088,4.215686,0.944748,2,0,1,78,0.773713,0.028021,0.5,7,0.847826,0.076923,1
2296,0.816201,0.277991,0.5,14,314,4,0,0,0,4.142857,1.09945,3.786624,1.1427,0,0,0,94,0.785877,0.021739,0.333333,3,0.6,0.083333,1
452,0.844167,0.192612,0.7,10,789,5,0,0,0,4.5,0.527046,4.64512,0.777731,0,0,0,56,0.796875,0.041667,1,2,0.928571,0.153846,1
16633,0.633557,0.427132,0.4,15,23,5,2,5,0,3.8,1.207122,4.652174,0.572768,2,0,1,161,0.787986,0.034978,0,4,0.861111,0.129032,1
22609,0.819154,0.195921,0.75,20,6,2,4,3,0.816497,3.5,1.50438,3,1.414214,2,0,0,90,0.771429,0.066358,1,0,0.631579,0.083333,1
457,0.814815,0.232184,0.666667,6,247,5,4,5,0,4,0.632456,3.356275,1.329233,2,0,1,56,0.796545,0.028916,0.5,4,0.878788,0.137931,0
133,0.382742,0.473016,0.115385,26,542,5,4,4.75,0.5,3.923077,1.163549,4.328413,1.006028,2,0,1,100,0.795024,0.031297,1,2,0.761905,0.0625,1
88,0.714286,0,1,1,263,4,0,0,0,4,0,3.425856,1.381868,0,0,0,0,0,0,0,3,0.8,0.375,0
29,0.87069,0.170681,1,2,80,4,4,4.5,0.57735,3,1.414214,4.325,1.133774,2,0,1,62,0.79085,0.022727,0.428571,2,0.9375,0.066667,1
245,0.761905,0.383178,0.571429,7,260,4,4,4,0,3.714286,0.755929,4.461538,0.821091,2,0,0,68,0.77187,0.028889,0,4,0.827586,0.083333,0
7977,0.375,0.515388,0.4,5,2,5,4,4.5,0.57735,4,1.224745,4,1.414214,2,0,1,14,0.767296,0.02459,0,2,0.928571,0.153846,1
105,0.5,0,1,1,258,5,0,0,0,5,0,4.484496,0.951014,0,0,0,126,0.778481,0.025552,1,3,0.842105,0.0625,0
176,0.576923,0,1,1,340,1,0,0,0,1,0,3.958824,1.096284,0,0,0,164,0.800639,0.015962,0,6,0.809524,0.176471,0
8985,0.64071,0.286467,1,4,102,2,4,3.25,0.5,2.5,0.57735,3.72549,1.321242,2,0,1,187,0.787356,0.029197,0,5,0.837838,0.032258,1
4187,0.728409,0.334488,0.625,8,164,5,0,0,0,4.625,0.744024,4.518293,0.909881,2,0,0,20,0.805263,0.019608,0,2,0.909091,0,0
19967,0.736111,0.209718,0.75,4,21,3,4,2.75,0.957427,4,0.816497,3.190476,1.569046,2,0,1,24,0.782101,0.00995,1,2,0.909091,0.2,1
4285,0.683011,0.308017,0.75,8,35,4,0,0,0,3.875,0.991031,3.628571,1.308023,0,0,0,117,0.766667,0.034527,0.714286,3,0.818182,0.055556,0
164,0.924615,0.129907,0.8,5,295,4,4,4.25,0.5,4.4,0.547723,3.715254,1.198186,2,0,1,161,0.769489,0.029694,0.857143,5,0.826087,0.052632,0
4677,0.670139,0.42061,0.25,12,50,4,0,0,0,3.666667,1.154701,3.72,1.278392,0,0,0,0,0,0,0,1,0.8,0.083333,1
4759,0.67647,0.388701,0.52381,21,84,3,4,3,0,3.666667,1.110555,3.583333,1.12162,2,0,1,102,0.793965,0.019659,0,3,0.722222,0.038462,1
12616,0.7,0.424264,0.5,2,162,3,7,3.857143,1.069045,3.5,0.707107,4.37037,0.712697,5,2,1,174,0.799261,0.024653,0.666667,2,0.642857,0.333333,0
4337,0.910941,0.157726,0.642857,28,365,5,4,5,0,4.214286,0.956736,4.419178,1.054641,2,0,1,546,0.799332,0.01744,0.25,2,0.928571,0.153846,1
6240,0.590909,0.490825,0.090909,11,118,5,4,4.5,0.57735,4.181818,0.873863,3.440678,1.23719,2,0,1,181,0.789905,0.050319,0.125,6,0.836735,0.02439,1
2715,0.84127,0.119839,1,3,204,4,4,4.25,0.5,4,0,2.647059,1.658815,2,0,1,246,0.78162,0.024848,0.416667,2,0.933333,0.142857,0
4533,0.736928,0.428323,0.294118,17,116,5,0,0,0,4.294118,0.771744,4.146552,0.867323,0,0,0,63,0.777778,0.05102,1,4,0.846154,0.090909,1
17581,0.764706,0.332756,0.5,2,250,2,4,1.25,0.5,2.5,0.707107,3.62,1.33067,2,0,1,313,0.775035,0.017743,0.904762,6,0.816327,0.025,0
24369,0.492618,0.468276,0.128205,39,18,4,0,0,0,3.692308,0.922064,4,0.970143,2,0,0,69,0.781923,0.029358,0.333333,5,0.795455,0.028571,1
26306,0.791429,0.230704,0.8,5,54,4,4,3.5,1,4,0.707107,4.148148,1.12279,2,0,1,135,0.784733,0.018482,0.769231,8,0.833333,0.018182,1
1988,0.613636,0.491981,0.181818,11,415,5,6,5,0,4.909091,0.301511,4.539759,0.888866,5,2,3,206,0.776895,0.047749,0.384615,2,0.772727,0.176471,1
6474,0.828588,0.312393,0.641304,92,431,5,4,4.25,0.957427,4.01087,1.208892,4.322506,1.038975,2,0,1,818,0.782962,0.025109,0.576923,5,0.780488,0.03125,1
5281,0.773943,0.17897,0.7,10,221,4,0,0,0,2.5,1.581139,4.190045,0.842124,0,0,0,227,0.796071,0.029377,0.3,6,0.840909,0.027027,1
3720,0.771098,0.317646,0.333333,84,117,3,4,3,1.154701,3.464286,1.216814,3.188034,1.413797,2,0,1,70,0.78,0.051282,0.285714,6,0.794872,0.064516,1
432,0.319298,0.451379,0.105263,19,251,2,7,2.714286,0.95119,4.052632,1.268143,4.039841,1.202666,5,0,2,89,0.790109,0.035115,0,1,0.909091,0.1,0
598,0.858333,0.189297,0.75,4,72,3,7,3.142857,0.690066,3.25,0.957427,4.138889,0.810243,5,2,3,128,0.783045,0.022119,0,6,0.785714,0.022727,1
457,0.692308,0,1,1,247,4,0,0,0,4,0,3.356275,1.329233,0,0,0,116,0.765038,0.03317,1,4,0.878788,0.103448,0
1838,0.580247,0.46656,0.111111,9,613,5,0,0,0,4.222222,1.092906,4.409462,0.937791,0,0,0,400,0.768884,0.019062,1,4,0.809524,0.088235,0
8763,0.448148,0.394092,0.555556,9,143,4,4,4,0,3.333333,1.322876,4.251748,1.003294,2,0,1,0,0,0,0,3,0.842105,0.125,0
127,0.848529,0.175903,0.5,12,259,5,0,0,0,3.583333,1.378954,3.899614,1.153676,0,0,0,77,0.775036,0.054307,0.5,3,0.84,0.142857,0
2172,0.946853,0.125243,0.454545,11,421,4,4,3.25,0.957427,4.181818,1.07872,3.472684,1.35131,2,0,1,277,0.779253,0.010117,0.4,7,0.864407,0,1
1997,0.902937,0.14286,1,13,1413,4,4,4.5,0.57735,4.153846,0.688737,3.501769,1.194666,2,0,1,107,0.770199,0.02861,0,2,0.826087,0.052632,1
3229,0.841204,0.109436,0.5,4,321,1,0,0,0,2.75,2.061553,3.327103,1.481821,0,0,0,144,0.766809,0.09323,1,1,0.909091,0.1,1
2412,0.8,0.2,1,3,86,4,4,4.25,0.5,3,1,3.686047,1.408058,2,0,1,143,0.787764,0.027804,0.428571,3,0.83871,0.038462,1
3706,0.759804,0.383676,0.470588,34,23,4,0,0,0,4.235294,0.854891,3.565217,1.160959,0,0,0,232,0.786183,0.026696,1,4,0.833333,0.12,1
4267,0.32,0.470865,0.066667,15,713,5,7,5,0,3.466667,1.505545,4.319776,1.035257,5,2,4,51,0.782135,0.033426,0,3,0.884615,0.130435,1
5919,0.76966,0.298248,0.558824,34,246,5,4,5,0,3.823529,0.999108,3.601626,1.207053,2,0,1,77,0.779167,0.035651,0,2,0.818182,0.055556,1
16904,0.877976,0.193613,0.5,8,9,5,0,0,0,3.75,0.886405,3,1.5,0,0,0,41,0.794944,0.04947,0,6,0.790698,0.029412,1
22832,0.690476,0.475595,0.285714,7,17,3,4,3,0,3.571429,0.9759,2.470588,1.419403,2,0,1,131,0.775338,0.018519,0.428571,2,0.95,0.105263,1
19625,0.885714,0.31443,0.3,10,25,4,6,4,0,3.3,0.674949,3.44,1.121011,5,0,3,44,0.790698,0.052288,0,2,0.933333,0.142857,1
1404,0.648602,0.443394,0.333333,27,285,4,4,3.5,0.57735,3.740741,0.902671,3.870175,1.198879,2,0,1,91,0.789035,0.033233,1,3,0.85,0.058824,1
127,0.571429,0,1,1,259,4,0,0,0,4,0,3.899614,1.153676,0,0,0,74,0.800591,0.053506,1,3,0.870968,0.074074,0
1349,0.301587,0.459838,0.111111,9,304,4,6,4.166667,0.408248,3.444444,0.881917,3.9375,1.250495,5,2,4,49,0.779126,0.034268,0,4,0.846154,0.181818,0
2894,0.79323,0.365919,0.318182,44,400,2,6,2.333333,1.032796,3.613636,1.204949,4.255,0.898328,5,2,4,142,0.78,0.047009,0,2,0.909091,0.1,1
258,0.596154,0,1,1,129,5,6,4.833333,0.408248,5,0,4.604651,0.860765,2,0,0,47,0.791574,0.033613,0,2,0.846154,0.090909,0
713,0.762745,0.152046,1,3,979,2,4,1.5,0.57735,4,1.732051,4.109295,1.069806,2,0,0,227,0.782303,0.036505,0,3,0.84375,0.037037,0
7751,0.866126,0.26886,0.428571,14,29,4,7,4.857143,0.377964,4.142857,0.534522,4.068966,1.279817,5,1,3,157,0.768437,0.041267,0.071429,4,0.857143,0.166667,1
28190,0.854658,0.205471,0.666667,39,12,4,4,4.25,0.5,3.897436,0.994587,3.833333,1.267304,2,0,1,372,0.787691,0.042617,0.090909,9,0.835821,0.160714,1
176,0.9375,0.088388,1,2,340,5,4,5,0,5,0,3.958824,1.096284,2,0,1,40,0.750649,0.024221,1,2,0.904762,0.157895,1
7614,0.819444,0.355854,0.285714,14,9,4,4,4.25,0.5,3.928571,0.615728,3.444444,1.013794,2,0,1,22,0.756477,0.027397,0,8,0.816327,0.15,1
7252,0.782889,0.368107,0.25641,39,11,4,4,4,0,3.333333,0.927173,3.818182,1.167748,2,0,1,55,0.773663,0.015957,0.5,2,0.888889,0.125,1
12109,0.773796,0.368099,0.274194,62,264,3,7,4,1,3.580645,1.017041,4.17803,0.936445,5,2,3,158,0.790247,0.024514,0,4,0.862069,0.04,0
2984,0.916667,0.166667,1,4,700,3,4,3.5,1.914854,4.25,0.957427,3.765714,1.194633,2,0,1,466,0.772409,0.056513,0.75,4,0.888889,0.03125,1
414,0.833333,0.235702,0.5,2,130,4,0,0,0,4.5,0.707107,4.407692,1.097539,2,0,0,146,0.786908,0.033628,0,2,0.888889,0.0625,0
225,0.847301,0.214288,1,4,244,5,0,0,0,5,0,3.577869,1.307655,0,0,0,52,0.787056,0.037135,0,2,0.866667,0.076923,1
1042,0.621935,0.37139,0.666667,9,1645,5,6,4.666667,0.516398,4,1.581139,4.06383,1.299049,5,2,4,205,0.759415,0.050333,0.2,4,0.791667,0.157895,1
9646,0.924615,0.129907,0.8,5,131,4,4,4.25,0.5,4.4,0.547723,3.458015,1.083155,2,0,1,0,0,0,0,2,0.842105,0.125,1
40,0.88339,0.212046,0.769231,26,534,4,0,0,0,3.961538,0.823688,3.945693,1.062251,0,0,0,0,0,0,0,5,0.763158,0,1
92,0.681818,0.459068,0.6,5,75,1,4,1.75,0.5,3.4,2.19089,4.026667,0.884909,2,0,1,223,0.798565,0.069503,0,5,0.861111,0.16129,0
28192,0.854658,0.205471,0.666667,39,1,1,0,0,0,3.897436,0.994587,1,0,0,0,0,102,0.775578,0.041135,0,7,0.838235,0.035088,0
13305,0.884944,0.276462,0.538462,13,20,4,6,4.333333,0.516398,4.307692,0.630425,4.8,0.410391,5,2,3,70,0.79052,0.030948,0,3,0.869565,0.05,1
11045,0.635159,0.455425,0.177778,45,93,3,0,0,0,3.555556,1.159066,3.946237,1.10695,2,0,0,61,0.783726,0.02459,0,2,0.9,0.111111,1
1243,0.898443,0.147475,0.588235,17,258,5,4,5,0,4.823529,0.392953,4.031008,1.250295,2,0,1,215,0.774396,0.02932,0.846154,5,0.77551,0.052632,1
2111,0.8,0.2,1,3,97,3,7,2.428571,0.9759,3,1,4.14433,1.14555,5,2,3,69,0.761832,0.034068,0,5,0.83871,0.153846,1
17530,0.185063,0.375154,0.028302,106,62,5,7,4.714286,0.48795,3.933962,1.213173,4.096774,0.970207,5,2,4,202,0.79825,0.021924,1,7,0.88,0.068182,1
1785,0.757875,0.260669,0.888889,9,477,5,6,5,0,3.777778,1.394433,3.360587,1.427505,5,2,4,294,0.780071,0.020356,0.3,3,0.857143,0.055556,0
75,0.714286,0,1,1,177,4,0,0,0,4,0,3.932203,1.063833,0,0,0,0,0,0,0,4,0.8,0.035714,0
310,0.855227,0.166327,0.692308,13,1047,5,0,0,0,4,0.816497,3.854823,1.200674,0,0,0,66,0.749071,0.039702,0,3,0.65625,0.142857,0
11455,0.616667,0.453201,0.142857,28,54,4,6,4.5,0.547723,4.142857,0.848279,4.018519,0.999825,5,2,2,157,0.775616,0.027592,0,4,0.78125,0.04,1
1240,0.637169,0.363912,0.444444,27,243,5,6,4.333333,0.516398,3,1.176697,3.938272,1.213005,5,0,3,131,0.780066,0.052798,0,6,0.848485,0.357143,1
5208,0.528373,0.445151,0.5,10,2843,5,0,0,0,3.7,1.337494,4.346113,1.084311,2,0,0,333,0.767029,0.056684,0.111111,2,0.909091,0.2,0
15142,0.629464,0.082075,1,2,160,4,0,0,0,2.5,2.12132,2.9375,1.311236,0,0,0,0,0,0,0,2,0.833333,0.133333,0
13236,0.777404,0.361669,0.29703,101,27,3,4,3,0,4.009901,0.921901,2.703704,1.137298,2,0,1,94,0.779882,0.034901,1,2,0.888889,0.0625,1
22766,0.727961,0.34742,0.471698,53,176,5,7,4.428571,0.786796,3.830189,1.236245,4.528409,0.777755,5,2,4,180,0.798731,0.035379,0,2,0.913043,0.142857,1
17334,0.810344,0.342194,0.5625,16,41,3,4,3,0.816497,4.125,0.5,3.390244,1.320569,2,0,0,224,0.774525,0.04244,0.055556,2,0.64,0.25,1
8209,0.753472,0.350975,0.625,16,463,5,4,4,0,4,0.816497,4.090713,1.034251,2,0,1,202,0.774914,0.036955,0,3,0.846154,0.227273,1
2409,0.615543,0.417037,0.368421,19,81,3,4,3.25,0.5,2.842105,1.213954,4.222222,0.851469,2,0,0,151,0.802416,0.028344,0.666667,6,0.791667,0.052632,0
19674,0.757395,0.404818,0.352941,34,149,4,0,0,0,3.676471,0.878035,3.744966,1.163373,0,0,0,66,0.7856,0.028513,0.5,3,0.875,0.071429,1
1961,0.586735,0.435391,0.428571,7,338,3,4,2.75,0.5,3.714286,1.112697,3.213018,1.273634,2,0,1,26,0.800847,0.042328,0.333333,2,0.888889,0.125,1
127,0.747024,0.291287,1,3,259,5,0,0,0,5,0,3.899614,1.153676,0,0,0,0,0,0,0,2,0.933333,0.142857,0
42,1,0,1,1,202,4,0,0,0,4,0,4.227723,1.068604,0,0,0,82,0.763441,0.039124,0,5,0.810811,0.033333,1
67,0.8,0,1,1,598,5,4,4.5,0.57735,5,0,3.553512,1.213953,2,0,1,71,0.766506,0.071429,0.5,2,0.8,0.1875,1
257,0.863636,0.192847,1,2,514,3,0,0,0,4,1.414214,3.367704,1.243701,0,0,0,269,0.761261,0.040344,0.272727,8,0.803279,0.020408,0
2779,0.75,0.353553,0.5,2,50,5,0,0,0,5,0,4.88,0.520596,0,0,0,70,0.776579,0.025794,0.2,3,0.888889,0.125,1
1722,0.824359,0.272148,0.575,40,87,5,0,0,0,3.475,1.03744,4.413793,1.073483,0,0,0,0,0,0,0,4,0.852941,0.034483,0
821,0.652778,0.472222,0.5,4,591,3,4,3.5,0.57735,4.25,0.957427,3.13198,1.272729,2,0,1,114,0.756436,0.037958,0,5,0.818182,0.185185,1
450,0.914201,0.166397,0.55,20,103,5,4,5,0,4.3,0.732695,4.174757,1.1152,2,0,1,48,0.788546,0.027933,0,4,0.833333,0.05,1
2541,0.631525,0.434626,0.321429,28,140,3,0,0,0,4,1.217161,3.578571,1.205908,0,0,0,214,0.77534,0.030323,0.142857,4,0.829268,0.147059,0
413,0.789125,0.268411,0.4,40,103,4,0,0,0,2.95,0.714322,3.31068,1.137844,0,0,0,0,0,0,0,4,0.738095,0.032258,0
21410,0.880896,0.241065,0.68,25,95,4,7,4.142857,0.690066,4.04,1.019804,4.210526,1.060858,5,2,4,220,0.791252,0.048367,0.090909,3,0.894737,0,1
1658,0.76448,0.358707,0.294118,17,251,4,7,3.857143,0.899735,4.235294,0.903425,3.175299,1.252656,5,2,3,202,0.781589,0.041697,1,7,0.810811,0.2,1
15470,0.653319,0.445557,0.222222,18,30,5,4,4.5,1,3.777778,1.003263,4.566667,0.971431,2,0,1,38,0.788571,0.014493,1,2,0.764706,0.076923,0
28,0.708333,0.058926,0.5,2,207,4,4,3.75,0.5,4,0,2.468599,1.302622,2,0,1,291,0.786401,0.025846,0.5,6,0.821429,0.108696,0
18616,0.772487,0.377321,0.5,12,48,5,6,4.833333,0.408248,4.333333,0.887625,4.166667,1.190983,5,2,4,210,0.798913,0.016698,0.75,3,0.857143,0.055556,1
6651,0.827778,0.149381,0.666667,3,166,4,0,0,0,4.333333,0.57735,3.048193,1.360959,0,0,0,86,0.781609,0.035948,0.5,2,0.764706,0.076923,1
12945,0.698336,0.361573,0.55,20,49,4,4,3.75,0.5,4,0.725476,4.44898,1.137637,2,0,1,0,0,0,0,5,0.836735,0.02439,0
25194,0.81914,0.336631,0.580247,81,20,3,0,0,0,3.555556,0.921954,3.7,1.174286,0,0,0,118,0.783915,0.033375,0.571429,4,0.75,0.037037,1
5764,0.753355,0.384564,0.363636,22,68,5,0,0,0,3.772727,1.109776,3.882353,0.8899,0,0,0,0,0,0,0,2,0.909091,0.2,1
376,0.673333,0.009428,1,2,353,5,4,4.75,0.5,5,0,3.898017,1.227443,2,0,1,47,0.79845,0.042071,0,3,0.913043,0.142857,0
16560,0.804167,0.321581,0.4,10,32,4,4,4,1.154701,3.4,1.429841,2.90625,1.201058,2,0,0,57,0.793621,0.047281,1,2,0.842105,0.0625,1
516,0.645161,0,1,1,28,4,4,3,0,4,0,3.178571,1.188013,2,0,1,22,0.804124,0.025641,0,2,0.95,0.052632,0
3102,0.828349,0.336463,0.291667,24,927,5,6,4.833333,0.408248,4.416667,0.974308,4.485437,0.909248,5,2,4,204,0.772517,0.037975,0.666667,4,0.862069,0.04,0
129,0.666667,0,1,1,222,4,0,0,0,4,0,3.234234,1.247295,0,0,0,64,0.793798,0.033203,0,2,0.833333,0.2,0
8570,1,0,0.5,4,297,5,4,5,0,4.25,0.957427,4.387205,0.822963,2,0,1,103,0.777207,0.025099,1,1,0.916667,0.090909,1
4320,0.836469,0.199371,0.952381,21,7,4,0,0,0,3.190476,1.364516,3.428571,0.9759,2,0,0,62,0.783734,0.025943,0,2,0.8,0.125,1
245,0.708333,0.058926,1,2,260,5,0,0,0,5,0,4.461538,0.821091,0,0,0,52,0.767544,0.091429,0.333333,2,0.772727,0.058824,0
7819,0.898175,0.164515,0.818182,22,285,5,6,4.666667,0.816497,3.590909,1.098011,4.301754,1.100655,3,2,3,487,0.768356,0.046239,0.793103,6,0.78,0.128205,1
19525,0.583333,0.496016,0.125,8,125,4,6,4.833333,0.408248,2.75,1.488048,4.504,0.972393,5,2,4,257,0.772633,0.026217,0.166667,7,0.851852,0.021739,1
24834,0.569155,0.48577,0.09375,32,106,4,6,4.333333,0.516398,3.625,1.157026,3.933962,0.988205,5,2,4,78,0.782313,0.046957,0,3,0.818182,0.055556,1
3520,0.475,0.340343,0.5,4,86,3,4,2.75,0.957427,3,0.816497,3.244186,1.273587,2,0,1,0,0,0,0,7,0.765957,0.055556,1
255,0.571429,0,1,1,281,2,0,0,0,2,0,3.24911,1.397143,0,0,0,77,0.805714,0.028369,0.333333,5,0.88,0.090909,0
1231,0.779184,0.258242,0.619048,21,214,1,4,2,0.816497,2.857143,1.352247,3.271028,1.457183,2,0,1,279,0.763578,0.046548,0.076923,9,0.75,0.083333,0
17447,0.676004,0.168541,1,3,18,3,0,0,0,2.666667,1.527525,1.833333,1.043185,0,0,0,48,0.768398,0.033803,0,2,0.894737,0.058824,1
11855,0.96131,0.082342,0.666667,12,111,4,6,4.666667,0.516398,3.666667,0.778499,4.459459,0.839738,5,0,3,119,0.780662,0.021789,0.333333,3,0.761905,0.0625,1
125,0.833333,0.235702,1,2,137,2,0,0,0,3.5,2.12132,3.416058,1.353874,0,0,0,0,0,0,0,1,0.777778,0.142857,1
24041,0.807941,0.324863,0.388889,18,26,5,0,0,0,4.611111,0.697802,4.076923,1.163549,0,0,0,93,0.757009,0.044753,0.333333,4,0.628571,0.181818,1
173,0.90974,0.114404,0.428571,7,2527,5,0,0,0,4.571429,0.534522,4.173724,1.171166,0,0,0,204,0.786059,0.030696,0.333333,2,0.875,0.142857,1
245,0.634921,0.383039,0.666667,9,260,5,0,0,0,3.555556,1.236033,4.461538,0.821091,0,0,0,68,0.790199,0.034884,0,3,0.782609,0.166667,0
